,train,val,test
719,51ff3767b587bc0e3d8bf9252fe7e1d0,,1ca7e07743aef6606933cb060829f2f4
720,5204134e82ce75b1109cc1913d81abc6,,c23936489d103366825cbd33c09d921c
721,521da07cca3ad8a9615ad591d9375538,,77be3c7dd3fd2f401366fc8e565a88b4
722,52385ac03a42f5ba4629f4c486abe591,,8e18a003593e835063a89a8709df3979
723,5252182ded15f6179aba4b367c0215dc,,510b8a17456853b447d70002bf5bac19
724,526b3a6453ffd2eadc9e5e78d7399bae,,8b422bcb2206d18ab2ba35e6e5e3c878
725,527af9b6db70b874fd633ce7d56076e3,,c5c891b6bea4c3cb0737b1df170f2485
726,528114503e2cb700bff67662ee5dc9f1,,d4e11ec26633ed74394b8df2228bfb75
727,5289d3ebfc24bbe70206daf1f546b687,,a88576230a500208178f0bbdb4cc0f1c
728,52aa54cf5125eaafcec0daa3e4da0155,,cd0ea1fcb034376845c7af09d2154603
729,52bbaa0fbe4b7a3d193fc41eec5b0f46,,99d7160bba4f712fee688794520b4137
730,52cb5192ffa60a7e44c6e786545f4fa2,,e02e32f144507cd186bc132d182cfdcc
731,52d9b14996bd9f5c59cb765cd276f111,,d1258da064449272f0791bc950214da6
732,531ce6a7fd3f8699de151e1f07b57970,,21e2ecf1c1b82030c3096263fef8b927
733,534fdc08ee52646076cca848c744eafc,,0b2cba7e97daa7f11ededc2ec7d67045
734,536be1ccbccc0bf357bbc7e5e0a270c0,,b39123cbe4ae05cded37a1b02f815eb2
735,539afe8ddc8d58e7a0c07463298fb019,,119d1c736e13f731478d2437a4c25c02
736,53fd8c8bf3e1a9cc53ee823331428bc2,,7297153bf18e3e89678767205c2e3457
737,544a71ab7a8564bf9af28402c82d70b7,,cec870d74b6224da56fe6d0d7ca77e03
738,545c6237342e0a0d2a6af3d06296ac44,,0592a76b2a23cf43ceeb8888f36bed9c
739,5477d1fe122c0b899b4be1634d3d8da5,,5bb50bb8d8df795210537f17ca113f28
740,5479baf96910f3cf404a133651a38b3e,,22a1fe33bc997f4e93c147d90a2b93de
741,5490b5eb4e0cba88967869aad6e4e2b8,,0b102a47110d5fea1501400cd974f8d2
742,54978762e0eca14cc62c4196d3e239ee,,5f95d17c869a6b92214c6b0c2aebfccb
743,5499677f4de0628ddb3189b470431dfb,,af9a7c64f3218dcb1ed01cc10d3f7e50
744,549d801ed6595fccfe5a7087c35df1f1,,feee2e895355a921f2b75b54debad328
745,549f87924e4800a7112f6edd5c250ebe,,40a7138f52ba6bcb66a4cdc432280261
746,54c0ade41f99b4f8d141628ee9c6be50,,490c134f47d483a880c183f85f66705e
747,54d8ec6ad7fb212c188a3607553748cc,,184965d59df827467527b2241f2d06e2
748,5534719b308ca4fb9f6662a81eb3e002,,ce4673bfec443f9bace55ef83279518c
749,5546f7cadb86a731b7a1591070316dc0,,6d2f29ca2f86b7c9cc2ce311df1327ab
750,5558579da28c0c6bed9ec761982439f7,,c3148b21ac4ba237b8d5f066b783b849
751,555f0e5c6585fdf64380c6a2221c4536,,bcdbcdba8799719f161a10a4ab6905c1
752,5576eab39cdad6279ed218eb398d06dc,,c33af8c4a420e085d513136c23876dfd
753,5581e01257c48c867a21484c2cc2106d,,aa3c01d5326e3ed117d9266d5ed6ef37
754,55bc19f33c8e76d179d4fff167424383,,e3360926180928287a4d96973e10926a
755,55be95a3ff46370abfe9883b2293e630,,d7f7dfd23c0224a2a66728dc37274832
756,55dc99e7642722de975684d45c090d30,,a9b52672e84888c7a26fc2694106f86f
757,55ecc799551e0cd9b81aa545fa091ad2,,709bc21ccabfc241df80244c45f930a8
758,55f9371f0cdd14ae2e4df9fd5f09878a,,a5e35549c722d53da64190d30859d7f3
759,56019667ff344d5bd98e7fbcbc6396bb,,58f43b3f94c07e3a15fb8bf8658bcdf7
760,560e4f17e8b93958846f1186eb720f76,,b9791f986bcc4f84ca2da793e933c5ac
761,5610328a948bda29dfd0e939d28e9f9c,,839f825f343d05ed5eaa0ddbc5455871
762,5618b00aeacbdf535a22fa008a8f2ad7,,37c9e8fb86ad0fe93742f16f33c2136c
763,5619a242c6ea14b4d3196f2ee86b5579,,c9011f483369ca7cc64fc46259b277fc
764,56595a1d570f2b10b5149b84a4767ce7,,61838ed2c863a4b4d7b851854f990941
765,565b748e64e5f6895bb1abce1a7ec163,,03ca7f8d8c993d3959daf10ef57f4489
766,567fdb50cb0f006c8cf5991b09f30c35,,ec1a371b933875ff0a2b65e315838294
767,56b4f13d2216fa1eeb2adcb1db711c2b,,3e507aaa776e4fb7b43b007a45656067
768,56b528601b6b868a62fd4d73a1a0d74f,,1987d293a6345a3fdfd2accf524bc2d1
769,56cc8c2d96c1c1589e7d6e564f14c174,,a83b0d472cd523b9d4fb96d01dbd547e
770,56ce81aad4405f43be93314f002225c6,,59a74456aabd8137c9297f345f431c71
771,56deba64468141b0968ad8899b121b15,,6518dd103748ee00e9bdb448f585bdef
772,5713e93359c4a7f36073922557f88494,,790101ed8e85c73aee6d25529a583dc9
773,574b500e9f93038740f77f0dfa458c10,,3e16a4a0816d8380163af60dfc884195
774,575d03be6128742107c98cb96c2a6f57,,ef68712b2ec4cd57f06e74889cc021b2
775,577e010bab3273901812fba55ea8706c,,e28dfb951ca320cd36ea960b232c00f4
776,5793129d5309364fe1d706764c78cf3e,,40ec573c084bacfe58e8f073660c2a30
777,57b445bdaf42976e8a4c92561ec097db,,0903682c23bb2b58a57decbbb833d3fc
778,57d5a6b61ecf835c28863f3e6e2e4fd0,,dcf83f047a81fd697ef3af3e27ed0ec6
779,57e625f31af9400c35f881ede09c1ac5,,5af1d8e9aa13f3bf81ee04e9ad72e55d
780,5801d2195cdcd8d336e8fc097c51a788,,379a40c0c5b897ffd42d5567d40968da
781,58236e4aa762bf96225d16173086c62b,,363858c33e69731d7916333c5019668e
782,5846acd1f690271cfb0264154dcccdd9,,7586acca9d42458aebf5dec54a544792
783,585673c1e2a7911db8386224726284ed,,831a2fad5c59622be5379646085367b2
784,589c60dd4940000360acc551fd112705,,4c95ef229b89310481150b90ba309460
785,58d694da01f1b0a9c828857ada4ce80c,,94e121bc4a7091b881e8dd9b6c2be6b5
786,58db174da2288d958afcc0abf5c6a427,,aaaf612f7fec8578ed03e4075b429a21
787,58e55ede6357406f7868d3c58b80476e,,2442cc58025c02b3d153183bb0f65bd4
788,59015fdc81a6151f09a59e807f6ed5c9,,29392c4ed2a73fc38cdce3db84fa624a
789,5904fa2121ec88a1db8251d6d986f38a,,0dccbb58add854759951038d5ee736ab
790,5905e3c1f548ba9dfa8b314d95deafda,,2b692574e216f29a6c1b40d7ca36c086
791,5968428558aa2438b6a420dfddb5829f,,9469e763e512e05eca69e2e28b6f4ef7
792,596e117592870bc53e8442cc9ff4dcbc,,c76d8c4ff3f5c056959901347441d53e
793,59750807e9d7869288cc60f7c318314d,,501403e5c13c7b86bc9312d087a6e490
794,599109af85cae9e827c3e89982f0033d,,406a55527c14d8c90521997d19023a51
795,59d833e569743be1b04d6494358ed3ff,,9be6b9a4057903ccf884e75c8f430c7f
796,59f2e4a9a209e933826447819f890aec,,4faa91189634933ba26fcb01a8804d33
797,5a0c582812967666f68055b84aa6a69b,,9693d8e04d91297655abf8424d769bef
798,5a147e41134b03ab6a358b3db92d30ef,,6d9a037aa211ac62d0701d625de70904
799,5a19b7514d9adb447ed6aa694811f1eb,,33e5c5adbc6e45de43d219d96f244f3b
800,5a2deec84849fdc2216bab61452451b7,,8af21cee20c50ca357ddc9e145584c15
801,5a33146b3a9f15e2e3fe5d52ea9df09c,,bfdbe56fb7fc4d7b3d151370f897d503
802,5a3e3dc26a1d2a473855a6161d870a96,,52b651323a91da711733ee07620a32c4
803,5a46e8adec9c72070618f776583dd581,,591be7bd1ced8a42f257d9a467cb7133
804,5a559062e13cda0bf20a0cb475a11daf,,3c685ed0f92e30f6ffeb5cea7cef5994
805,5a6187e95ca3bdba7d35de992f98a1a8,,c5b17673fd678b4b919933612741cab6
806,5a6b69b21fd586cb4d71597a614c07e5,,a92036b9e0cf700c508bbf54f21cb4a6
807,5a807e403c27e184ab85c9f1b339a38b,,fe5d75959ab6290565b739951f2b8e1b
808,5a82ab21ce6d0d7413e3a6180f1ecde4,,1467d804990bad99d1c553ca5a007ecc
809,5ab6080dede08b3dbadb29d87ea93c1a,,6f23c9de94899d380bd7a075209ef415
810,5ad2c7349c24ed5c4901522bec9d3077,,ce07aae37ab28e6276bcab332a9706c9
811,5ad9615573f2a12025d6c4fe8754b548,,8a992900f5746791539bbaa8a7b15464
812,5b4d05a2a6b70bbb2ee716979a7fb120,,135e69f222d3c272fd97a5914341065f
813,5b5d7aa9b4ded22e5c6d59eaad75684f,,d5e5a96868127d64112701488904e65b
814,5ba5c62518b86d2f6ac2f6f31e38c23f,,551f26f08a3be19f2f2a3064ee9413ca
815,5baaefc5eba0fef699e4fd80040e482b,,cea56801015e8f1ee57c6e13bdb4231b
816,5bc396007c667e5fec6587d07a9af93e,,bd95e87048a1d5303af08d98343498aa
817,5bccc3ae5587647b3f6b3a1f807bd9ed,,2ebc99a3c4af2b3f021ab423c0ab1e8a
818,5c018c5568dd68ee12ba2e22faf69811,,f59aa908b06ae529d212effa3888e2ea
819,5c25da900a402f4414069c93bcea9424,,5983afd79b3d81e4fa5d23eccdcac8c4
820,5c49f67702374025434387903daffdb7,,8e777c9f9c3cf64231bef6cdd1fa19d8
821,5c5a01104830e536fb03a7eb9bc02045,,bb5e9c142a265b251a4d9704c7ca394d
822,5cc252420b9a548a9a8849d3b6dd1fe4,,7703b3e46277d191b3ca412f2d2f3369
823,5ce3c1ea8008cd274f8a9e47537143ff,,17e370eedaa11c265e5cabb3601a2fd2
824,5d00686aeee37bfef71ad623ab4abaa5,,6e70fa6670bda66963853ad613e8fcc5
825,5d46da93924a4b15472581eb39658309,,519da2cbc9327761dfc95ecdc9af3bfd
826,5d48c52e804a1b1d565ad60a71e38df0,,441b527337da4319cf700b6e7da9fa0c
827,5d5ba6a776e985a917f0028258d6593a,,73037573234229d6a23f57873f966dce
828,5d70e6a66652c5872f26f3da9233ff4b,,385d7a1e8b6174ecd264b7c763853058
829,5d7ca212ea70ef050c80f5088155cbf2,,0164d95013217d9e6b05cb957b66e6e9
830,5db6b9c77ea8fcefc06c939edde1ad85,,5005f9cc40ba417daf4ceefa86fab751
831,5db70f64a6991463aa9538ee855ee528,,6767bd3b8e80792e45bd2ca635dc1d8d
832,5e334341a65fa0b9148fd9eddabbe5b0,,5eeb5f06877a051a7a7f99ff151919c3
833,5e397c08480a57e65d45fdc3aa18399c,,457db79e5e10857212057da87a95f066
834,5e4c64013fa5bc2c652e0bc5479be8c4,,04cdf445e919fef2d71bc209f4ec77cb
835,5e50d9143147326f0fd6736f59d4bb8c,,799a3e6817e06575c4618ff9e845491a
836,5e64107898d585bd15e99b0f8056138a,,23ec87e1f63c8280c65b233420d08065
837,5e9265276fdaddcc7b37bb29f1e78d04,,cdf16b2ead8765e75813e2071d14965e
838,5e9c2892384ade4ff99f8296e8c51147,,a954e34aa74d5c6646a52e605263f187
839,5ebc2544193fed9aa6e846641a8d8f1e,,0d2a6f5c754e82c42ed5f8117d13fa52
840,5edc82d679cc29b4d7720bdc45c1ad45,,10a8a9a745a971ab7ed129c6283a3f7d
841,5ef00d3ae104d72001ef09e9f16deec0,,d54603c7b6fda2615c5576d137c750c4
842,5f171365f520e179ee080df12dd0330e,,00bbc1482301d16de3ff63238cfd0b34
843,5f30a88461b86ff36af412fc490a0f69,,d2c964910e2e8295fc329dd57918986f
844,5f537ae857febf9281dd301fd9ccb5f2,,0f0cb9aefe4adc765a1d91318d075c4b
845,5f87ade21db570b2dbdd0772edd54657,,84135442a04a1324138d1df78ed185d3
846,5fcce7dc17349db4badc8e94e41f45eb,,3046035f348012fdba6f7c53c4faa16e
847,5ffcce68d2c246abbaf30aedc7f37848,,4c0d7290c72b5495df6c337b1e5dee88
848,6001e27f6577164029e34413c8c019ce,,51ad0c34db40ecea345bd236745f03be
849,601216d398fcb7c5f0e05f69ac5734e4,,b470c2276d978f63d5b1c8a5a9446212
850,602f278e2deec17068c5dffb3099754a,,257d6a1beca738d4411347c728f5bf7b
851,603d87fc24c27eb0abf8d363b2fba941,,10d22d845b6bdd506a53af379e7f0b20
852,604556b258623f461eeea2b9e46bbeff,,e4c7cbde1e884cb7dfe56cbae90847cc
853,604cb4469dd3f8c69718d8e1dc99e6f8,,d1a9750fbe2b10c8d52dfddf4cb1bde3
854,60502735df319ec33f862579fb6563d5,,cf8b47846bb4ca7eb4445600a32480b1
855,6083bbc60139542acc27071133a7922d,,3ee16cef000a96c344248a90e5cfccd2
856,60a15dda8570e347a3529a062fb1d5c9,,4ecad8aefbc2ce6931baaee0cda6955b
857,60b46e491d5aa1cadeac8e97ec073c6e,,f0dc04c4cb88b0e5bafbdc6a852ffefe
858,60f0dc0ff216b409ca44a9ba097a0f85,,4a098862c27f299e7e674542148286b6
859,611dad205c637ac04eb23386dc32601c,,bd8574cd5bcbedb9213ca45e8beb7561
860,6129f36d2604ad122625914947cfce61,,ce8f7d335ba01839ce10eaff44daff42
861,6132aed76295829095a8ad229f995ced,,4201ba655b6456240e68e7122614e6a5
862,61438d817416236c69bb72a66d938129,,e02703af0349a0d093605123400dbf07
863,6155f934efd0c7ef998c1a6355aead5c,,796470003451ea8980c4298b8413cb90
864,61aa2232965122bd1e0d87d933bdf8bd,,8a510d59fecf6f0f07ae5d6b5b83190a
865,61ebefee1266d2cfcc7c0d23cc66062a,,5bb96d3a5bdcfc315f8b00c4535a1b0b
866,61f60c51646f693dea9c21722c075201,,3aab40b14fab46f52f53a5f85bf8ea34
867,62051bf14d0220a68c0c82644eae6264,,4c72ab6a23ced34d785ea2e413239639
868,62128872685beec5aaf0bd18a3cceb0b,,ed35861a0e509708086dd37a78745967
869,622e036c40d720a7bf557668980ea1ce,,f5b849625162c608e13f0c04d24078d6
870,6272bd8c72545aa42d1abb9045bd7a97,,780229c1e7700155517861f277640f97
871,62795965d1330a135f09938efb22fb6f,,86756422e5a91331c0fc069fd3f8bc8a
872,628099e7b5b1e0c00288a4d3cfb2260a,,b0d8837a448cda944694a01d825bdab8
873,629462b0eeb5ac0ac86c52d1bba21146,,896ffc56e018a333454c4889a28459a2
874,62a50c8cf16df87766e00c440cfb0272,,267f0ec89d4c07f0a113e4ebceca7d54
875,62b633dfb302067fc326018482d36c89,,2c4a4e772b6e021261a3d4c9fc654132
876,62c9db4e05a648c8795ae51a49003906,,54ceb058fa9693e181b997ccb6d51e2e
877,630ead3f5eee9ca3d292d65a785d480b,,c53a5bd984d2bd2b8b3d0529b081fbcf
878,632bb32084df3f4c50164c2c684d34ab,,204a1ddef1580e571872b2d4e424b4fe
879,6338d2b38bc1568196ff0a7cd3945819,,8dafcf8fe216a675953bddb06de7a3f0
880,633d23562dc69169de94e10026731594,,678662d4740c7fff8751b9c57bbf25a0
881,63405137826f43487be86096f7191a76,,7624415370e093d21a25464df6b3fbff
882,6361e60acba5610963d88c4ea96bfc7b,,cb0a506d82d41888c1e0b1d54649a53c
883,637e9203f2969b9fd192ce0b1d93167a,,324f605f884d850b88a4fb5db437eb1c
884,6392947d42a28861f68363b1f2e536e5,,24b5ae892c0ba535fc16f5cddcbf8dcd
885,639dcd07a4de787c02b44b26a984d202,,fac926289d51ddb79e2739d2b075d627
886,640b696aa98cfb760162e0cb60d0bf06,,e22884fc01d9066deaeaf65069a3b97c
887,6410f699e086d1ca5d6ed48d16991112,,76d1bcd4b79d27c2171a0d6107b31349
888,64144d9b3b14c64bbdf7dc80816bd459,,8cc5179031ebbf5704f2cc33476dd5be
889,6437c1f6a475089d659e71ddd7edb010,,cc1ff189efdd483f831fb118780026ec
890,644c556ebc3fc0c4345e328f8523308c,,773d5f35cb242573885d18d302a9157c
891,644fd820f63428eddc8e4f180e99c345,,2a8d5c257563e9fdad0a0ecb62d63a9d
892,64836a799f01a425ff277deed36210cf,,3639415568d06af82c3cfcfeeae5d9b6
893,64b278351203c5a9e1bcffa05621280d,,5a1e02d983668583f95b2220fc7dc71d
894,64b85f161787d11d1c292f8a04aa9bde,,6453282676ea9860497c7abe7c368c20
895,64bad048716c6feb71b7e86d4de897ef,,b8375d0d9e6a0c25de0da5c917e11ad1
896,64d853ef2f8fd85e3a9b09d3791780e7,,4002b1133f43037e87085d13da0db7b7
897,64d89f6270efae268f99717bfbf288e8,,b04fde49acc617ccfc5e966c0a6bd71a
898,64fb4585a1a2f2ec2cdfe6e0e831dddf,,3184f4b67b1ab07cb39e2e3e4b381c16
899,651c31ff55b8cee36320d24e2e8697e3,,17e2a87ca593cc8ace8ac21fbdfc6b33
900,65ae2ddcf6dbae0f38297cfa1e3e5d0b,,d619aea287290e9eefa449d1e54ed333
901,65cf80cfe609bc8c8a5268c72dcbacd4,,c5e101b81e1f457cb9e4c568df7f9b9d
902,65f6854bc7b6c9e360645a242afaff3d,,320543392885dbaff272faaae7657749
903,65f9f4aad5855452508f02e119fea859,,5ef0bfdc969fb9d7bbadab5f9c10a3da
904,660731988fc83bd94ff232ce81367420,,09e09dacf849bfa8770a2ff9fb9228a5
905,6610773ae6ab13f5fca25de96945cc4c,,87510693f49f12240fcbd3441a911c53
906,664a26f04c363ae643886559d5910e16,,d238858042506302cfc15c63db81341b
907,66557aa92abab5f0eaa6a7c03d17bff1,,205afeef1c18c6455b3a99703cdfb8df
908,6658938e029f1bdba9c0ef30a7ecd484,,757b7b672e19cfa1350f8477f4b5d66e
909,665e359d9abe8229729cbbc424466f6b,,5c90deb93f9fd965642b6edda6561bde
910,6685582686a1bb08c0d57f5dbc1f53fd,,112736e8b78700f977df0da98c19e0c3
911,669b67af2cab5c7d7cdc569052d13f9d,,308af8bc571b7c2e743a35d7489e4e32
912,66f5cc9041b6485114cf9555c31e908d,,92d5a8e66feaffb190bdf88ea20cff2d
913,66fab9d13c7a0f1e81b77887bb8a535a,,507bb5873324858d94e7ea6bd043fa66
914,671932297b6d1cdd3155c01250f62d5c,,d4f83e0d9b46e89cd5e9da401f625bce
915,673035951194fa335f11d0bb408449de,,61d53ad3869b865564520488312443f2
916,673449b5e46a844b12b1599781684591,,00d7ec94436e3a1416a3b302914957d3
917,6740dbd4b12921e8aef0381c3bc2eb75,,9fa1b4e617cbc88646794a6204e2d897
918,675b2df2b587c591750c51ba2db29a8c,,de7bc5abdc2ad77daffde75269f02890
919,6788613b15835202197519f788c9f435,,5a112beb1fb4921df86062b489f41928
920,67b316fcbdac6392f500c587f2cb2b16,,11acf00f7aba60feb6c6626ceff0cc51
921,67e855cca15a9930d065bf9f14241b41,,963dbf9f3a2bbf5ba88eb0e6e15cb628
922,67fa39eefb55953ca818c7c46d3a8369,,ddc0548b91893ec459bac4504b9b10c6
923,681468136874819bea62f9e2e3aae357,,3bb8426f5536b507843d3c99ab0a5e8e
924,6852a90de22d33d9a04d831ba37395a3,,6cd581a4c4e0314e1479c0c4a24f4eb3
925,687caedb62d68fd4692af68d695efc1c,,4059e344d07af05771b57fc3c89a7549
926,68cd3aee8b7ffbcec0eb9196c6e3150d,,4f6d00fc5062b2c16038af6558fb2cee
927,68e6f2bbdbb308624ed004484a1da2b8,,897ba1f3a78695935baabe54f649e95c
928,68fddc3487a506126daa6342d3d31fd5,,4ef1c36d1a970ae4f2aeb47b14190afe
929,6905286a3f8f3d33dfa27a738f2b7f67,,96daa0c757713deeb2148c1952063648
930,6953f1acbc18152929c4d8e1924a7b4a,,817f50aeb6a38d67af64aec57dd3f75a
931,69676730e88305744485887397538d30,,090b8c54aa290c2e5e6114cbeddb16bd
932,6976004fb0e04f4435b0e1e127032881,,0ebea13245a2b04ca3e6a482091e35d6
933,69782ae700f84033ac9b654140f7229e,,d23e0709ca64ced49fcba580e93a5b9d
934,697d92515038d4f651881ae13fb49d95,,072c26f55ed2317ff8d27d8500483121
935,698b4103a9f029886d32065d2ff436cc,,a593fab93f41311d8ca7225382c96cb6
936,699aee467d028cc39214073e2da18871,,55b803fc495e1b30553a8b5b589eab7a
937,69a4552b4624ba6c770a637769fb5d4f,,453dc2fc4fc4115d00bf6a44d4311952
938,69a64d49e142407d3512c068889c0490,,7eb79f3619425b7b26f3acb5de6c3fda
939,69aa17f4856a40568185449b4d2db5c3,,09a50526cdd518958c8c846a912141e5
940,69ab9dae3fcb1bcb79683b95e4836252,,7790f122a65e43cbf84165a610eefcfd
941,69bf739361bfca3db482e3ce7249fa55,,f10e5b4cb9d926d40b830d9ffdbdecbe
942,69f32b20f51e4166809a29e594764865,,78f6d025609979fc48e7b705561f21ef
943,6a145f3d5ff13433f0ac7a92a7cf0bee,,01b3d1fe5b0bd538d1e9824fe7d2d24d
944,6a20f367061abe2487a85af7b42e2d5b,,6fac93d389a9e8d4547f4add04f1b440
945,6a2889f097b3501ebc0343427e9e0c3e,,7ca2aa8117a49b630cdcbdfc57fab6e8
946,6a7aa196abf5d7843a915fef033aec41,,84203c95bda68f3cd20f5f3bb065d2c1
947,6a92eb76ed79700e3718ac8754e341cd,,5cb6c271e5c7b766f1a25abadd8880e3
948,6ac0b26f19900930a2ec02c9f5187b53,,1216d1b344dd61ff86779875b5a98cf3
949,6ac47ff65ded3ec22e05cf158462c9f2,,76d4adfe37540b9f618888092c2bc162
950,6ae973c0f3341e2eb19e08dfe4ee42fc,,f13cd8ec6e6fde523a0a065b62086d3c
951,6af07a7340e7f59f1acc0973007d0946,,7868df96e0a90130801b19b88185dbe3
952,6af086eab60cd40a9e92fb159a25f1e6,,fd67c6c0edbe322bdcfa0373f38d1693
953,6b1b949e02139e6760164a5412a017c6,,01c669f3f6a18197285bdf357b45d477
954,6b41aaf5ecafc9000a9f40fee0db9e64,,9c5565193a8ab6ddc3b303bc0a9cca09
955,6b69560eba8205a182f996d752402036,,060656fabe162dbdef7e4c520068d2f0
956,6b7e34e1215bb1f304eb5bab0cdcf8bb,,95d7b143d6b7882041810a4b445a7553
957,6ba839880ad95ee09f255d5763add5c8,,9539ca1c39d9b6ff86f427ccbb0966c9
958,6bb9b32790609b90fafe6cd8cb3c0bd0,,88bde4c99e9dff4e732dd21be1bb939b
959,6bcd9a5f97d5c1c8582b28a23228065a,,f2f22139dfe311f57ecc1726f35c5802
960,6bf8339b4430a51d6367416dab794735,,97845cbd34d7c2f9ea7d76fa931f5412
961,6bfa122b5832ffd442a8123153f5d252,,6ff2655d791e26f1d8a98ea29668d0f0
962,6c2184be6158e9b5c7fb8c829c5e8585,,10dc2544e17f8446dda51f9a9b05181c
963,6c7324c3bfe359fd8c82c77db241e4f3,,b6caae06b4beb99c7c855370f080e19d
964,6cbf008a65aaed806c3879e7e8f44d01,,12e25a87792128bda9c444d1e1db5c20
965,6cc0dd4d822245ba07dba7fda2b3e57c,,a77f9ba2563a4aa23d748053de86e0e3
966,6ccda6558efc23072abea3e08bec5168,,4d13e4678b695a9b5e8793ba8ac8da2e
967,6ce1a4ca938bc0c69967999bd64b6588,,4b2af68b112c6842e2fce65b9f69473a
968,6cee8aefe85e70aa49fdfe196270dd5b,,2caf855d25d357626f5ea914bdfe5774
969,6cfcd028cfca9fb39a8976882d0167f2,,946e85479cd3ac3e73f2698c9cf01806
970,6d3025108930198b261b02557ad64783,,7ae3ce7d22d6f62fdd339ea657ea3c70
971,6d5cb5353d700dfd4e6380508535e41b,,baae023569b99bf917bf03ac536875fc
972,6da58949332bdb1e6d73aa850280188a,,1eab1d74f5c90e353ce5f4440b502bc3
973,6db74a5a5881080c9a8a1572e8b289cb,,8966778378acb202c1d6686486ba6039
974,6ddb61c8bad32ffc60da3a6c96e85b49,,9e9c36a50726e766d79a3871e0fead40
975,6ddfb4253f74fd12fb9e8dc9e7530c64,,5c54839a5b329bec4a351c74e0c24819
976,6e320ef7485ec6c55962007956985821,,a00165c9edd8f2806aa11afcd8cc2ba8
977,6e4122eef9edf14c7ba932cfb9321788,,44fe9866a8fbfc80642bd800e2e4954b
978,6e4a5f12ebdbcd25db876280c85915a4,,545063a5e1917a0ddb4f48b99b40142f
979,6e56192db73e084b78d5f65946a607f3,,9818479424ae4919526b658917dd6b1b
980,6e5c614c4436fdea159a085e5cc84f6f,,d7502ac103c3191346e8d4217809fc22
981,6e84abc520fb2ab84a3aabe84291f0f4,,da2502ee900c4fd5653d4433d05c8cde
982,6e9b1dced21f3757410975de012f3a15,,e0df25d68711d044c43e0612d185732c
983,6ea2b59534558f0d4b86d1a3891d611d,,5dfac783c03cb58f51dd856ecc2bc16c
984,6ea3b98851bd9ec5522236152b8998a3,,c9c295e486e0f7f7dfb4f0fde6ff8240
985,6eb0214c5c18d2925fce96792123ab5c,,7bc0cca2cee2bf4522192fd5ba79347c
986,6eb1da90c9630e7c86f282c7eea4fe94,,fa6569eb827fcd7108ee7f22dac0ea11
987,6effabbce9e1637d70e503677d42c09d,,5467682efb785fda8ad40d44e33f1f87
988,6f10905caac3dca8c74143bf90848378,,f8e44af1b7d155545fc2a928d65a5e55
989,6f412ed9fa15d7b5c75bcfbe1fbb5b54,,0ec1b37c75064128cfa8381a8d7e5d72
990,6f68931d407b98deb1c431c471e2dfdc,,cfdac1ca5172b91340648a9c1ed43a65
991,6f8a4164d3e4d3d168d51cc090ee7723,,63226114e772943ce7f8017d9f5d4b90
992,6fa92edb736bd9191d197ab8eab2e535,,6d35e2b7e296586b9654009085774c81
993,701ecb67f445ec65085f3cd4bef9f872,,362766cafc41f19dd03cd605c9cb8fdd
994,702a3a5fd638c2f5ca38ed562122b407,,edb9c2eec6fa3dbfb0f7443c4ffccb4a
995,702f699c767a9e084ebb17df8d90636b,,ed572cbfb5afc2e989918b03c70734af
996,70537a4b7d85e72fb377f1ced5ebd5a2,,8e8cadb3e802b1f008e5f6034d39fb1d
997,708254de6b71fa82c4d3479035c52a83,,3ea2cc78e880904c398deb6d51adc136
998,7097af00518c3d9b003a0a016f358990,,9b502095417b17febdd678bda972cf80
999,70b7cff0f9d491805f74132bb41bb8f3,,5056766fb2f97d614c706d4f5d97d68f
1000,713488dc169d4113570a86352d0b4a9f,,24ecf26ce811ea7f0116d7ea5388bc4a
1001,714fe03e012bb674fd7f3fc8f6763c3e,,0c514de56dcdc9d3b7b71173361a5b7b
1002,71514e491bb54436299fc06c6fcfac86,,282814f67e44cc563ba0eef3ea6f4bd5
1003,715ab49e9cccf79ffa3987714d818f79,,6cfaf603c5b30bacd9363448ca9fe57f
1004,71648d6b0b10a8c08da9934785608b51,,636a1fa2cd4d66297c4f63eda2ba16d1
1005,7175b804948e04ef6e96a06dd0d8b906,,8f16faec966db9516e180adfcb7720d3
1006,71a66ea303504eb43f3369162d0a9307,,cb7b640bd2d43968c3bddbfaa66eb4b7
1007,71abdfb52804bed1259c90f7b414e178,,39114f65aa3185f05c4921cd2ce081eb
1008,71ba7fd980accf756743a32254e8a71c,,cdc62b9e07d25bb4ceac1ba9d09e6e12
1009,71ed9d8a5cc6fb819ffe17b776310e74,,980f8fd33567de616b236e564de3330e
1010,71f72c0faf8f61d142ab33c4865ca538,,e1dad4d35e61a13a237774ccfb24ae9b
1011,720fbd3ae39bbc0f60fbc61313a400e7,,949b9f749f20ec960b36bd2fe50ac056
1012,721690a32ab390374b3f0aba58e0e722,,54ce318108d4c1b9a721ecf571400f1d
1013,721c5739be68d229d30b8a616886a17f,,f2a05cf9e8b20fee5710fd7f32e95b8b
1014,725a9f2d3f932ff45a54401cddff9fac,,2de0597cbb7af462bfdb7b1c4f935248
1015,7274571a802c724b6bb60c4e0ba08bee,,76c8934b7350a3ad777b94f624390dbf
1016,7286c3fa558dab2063a99ca8f3b5b36c,,c97c6e31c6bc1b75d455b89ef4f11686
1017,72b9ca2c11e1a849e053013cd5e22d56,,957c6cf443a82d55f348284784fe6324
